filename,path_1km,path_25m,model_b_max_prob,model_b_passed,model_a_max_prob,model_a_positive_pixels,model_a_min_positive_pixels,final_positive,label_1km_positive,label_25m_positive,status
patch_19396_ignition_HWF002_20200427.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19396_ignition_HWF002_20200427.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19396_ignition_HWF002_20200427.npz,0.99984336,1,0.90296459,1,1,1,True,True,completed
patch_19403_ignition_CWF005_20200501.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19403_ignition_CWF005_20200501.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19403_ignition_CWF005_20200501.npz,0.99999642,1,0.83742446,1,1,1,True,True,completed
patch_19404_ignition_PWF005_20200315.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19404_ignition_PWF005_20200315.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19404_ignition_PWF005_20200315.npz,1.00000000,1,0.93221462,1,1,1,True,True,completed
patch_19453_ignition_RWF011_20200505.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19453_ignition_RWF011_20200505.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19453_ignition_RWF011_20200505.npz,0.44244394,1,0.87374872,1,1,1,True,True,completed
patch_19456_ignition_HWF008_20200506.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19456_ignition_HWF008_20200506.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19456_ignition_HWF008_20200506.npz,0.99994361,1,0.95056468,1,1,1,True,True,completed
patch_19458_ignition_GWF010_20200506.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19458_ignition_GWF010_20200506.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19458_ignition_GWF010_20200506.npz,0.68943244,1,0.64845824,1,1,1,True,True,completed
patch_19489_ignition_LWF010_20200115.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19489_ignition_LWF010_20200115.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19489_ignition_LWF010_20200115.npz,1.00000000,1,0.98662424,1,1,1,True,True,completed
patch_19490_ignition_LWF054_20200507.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19490_ignition_LWF054_20200507.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19490_ignition_LWF054_20200507.npz,0.99999189,1,0.95437294,1,1,1,True,True,completed
patch_19509_ignition_LWF018_20200429.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19509_ignition_LWF018_20200429.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19509_ignition_LWF018_20200429.npz,1.00000000,1,0.96326661,1,1,1,True,True,completed
patch_19539_ignition_CWF020_20200518.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19539_ignition_CWF020_20200518.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19539_ignition_CWF020_20200518.npz,0.99958402,1,0.85463166,1,1,1,True,True,completed
